Original RegulatedEntityId,RegulatedEntityId,OriginalRegulatedEntityName,RegulatedEntityName,RegisterName,RegulatedDoneeType,RegulatedEntityType
1083,1083,Mr Roger Godsiff Mp,Mr Roger Godsiff Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1639,1639,Mr Rory Stewart Mp,Mr Rory Stewart Mp,Great Britain,MP - Member of Parliament,Regulated Donee
2224,2224,Mr Royston Smith,Mr Royston Smith,Great Britain,MP - Member of Parliament,Regulated Donee
9204,9204,Mr Sam Gyimah,Mr Sam Gyimah,Great Britain,MP - Member of Parliament,Regulated Donee
6865,6865,Mr Tom Arthur,Mr Tom Arthur,Great Britain,MP - Member of Parliament,Regulated Donee
1626,1626,Mr Tom Blenkinsop Mp,Mr Tom Blenkinsop Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1063,1063,Mr Tom Harris Mp,Mr Tom Harris Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1257,1257,Ms Angela Browning Mp,Ms Angela Browning Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1073,1073,Ms Ann Mckechin Mp,Ms Ann Mckechin Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1451,1451,Ms Barbara Keeley Mp,Ms Barbara Keeley Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1395,1395,Ms Emily Thornberry Mp,Ms Emily Thornberry Mp,Great Britain,MP - Member of Parliament,Regulated Donee
6779,6779,Ms Gill Furniss Mp,Ms Gill Furniss Mp,Great Britain,MP - Member of Parliament,Regulated Donee
6489,6489,Ms Marie Rimmer,Ms Marie Rimmer,Great Britain,MP - Member of Parliament,Regulated Donee
5283,5283,Owen Smith Mp,Owen Smith Mp,Great Britain,MP - Member of Parliament,Regulated Donee
4099,4099,Paula Sherriff Mp,Paula Sherriff Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1306,1306,Progress Ltd,Progress Ltd,Great Britain,MP - Member of Parliament,Regulated Donee
5263,5263,Rupa Huq Mp,Rupa Huq Mp,Great Britain,MP - Member of Parliament,Regulated Donee
10267,10267,Scottish Unionist Association Trust,Scottish Unionist Association Trust,Great Britain,MP - Member of Parliament,Regulated Donee
1469,1469,The Rt Hon Andy Burnham Mp,The Rt Hon Andy Burnham Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1635,1635,The Rt Hon Andy Burnham Mp,The Rt Hon Andy Burnham Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1926,1926,The Rt Hon Caroline Flint Mp,The Rt Hon Caroline Flint Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1022,1022,The Rt Hon Charles Kennedy Mp,The Rt Hon Charles Kennedy Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1172,1172,The Rt Hon Chris Smith Mp,The Rt Hon Chris Smith Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1333,1333,The Rt Hon Christopher Grayling Mp,The Rt Hon Christopher Grayling Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1349,1349,The Rt Hon Clare Short Mp,The Rt Hon Clare Short Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1182,1182,The Rt Hon David Hanson Mp,The Rt Hon David Hanson Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1079,1079,The Rt Hon David Lammy Mp,The Rt Hon David Lammy Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1098,1098,The Rt Hon David Lidington Mp,The Rt Hon David Lidington Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1624,1624,The Rt Hon David Miliband Mp,The Rt Hon David Miliband Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1590,1590,The Rt Hon David Miliband Mp,The Rt Hon David Miliband Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1491,1491,The Rt Hon David Mundell Mp,The Rt Hon David Mundell Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1422,1422,The Rt Hon David Willetts Mp,The Rt Hon David Willetts Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1174,1174,The Rt Hon Denis Macshane Mp,The Rt Hon Denis Macshane Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1561,1561,The Rt Hon Des Browne Mp,The Rt Hon Des Browne Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1034,1034,The Rt Hon Desmond Swayne Mp,The Rt Hon Desmond Swayne Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1616,1616,The Rt Hon Douglas Alexander Mp,The Rt Hon Douglas Alexander Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1035,1035,The Rt Hon Dr Liam Fox Mp,The Rt Hon Dr Liam Fox Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1623,1623,The Rt Hon Edward Balls Mp,The Rt Hon Edward Balls Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1622,1622,The Rt Hon Edward Miliband Mp,The Rt Hon Edward Miliband Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1164,1164,The Rt Hon Elfyn Llwyd Mp,The Rt Hon Elfyn Llwyd Mp,Great Britain,MP - Member of Parliament,Regulated Donee
9203,9203,The Rt Hon Esther Mcvey,The Rt Hon Esther Mcvey,Great Britain,MP - Member of Parliament,Regulated Donee
1235,1235,The Rt Hon Francis Maude Mp,The Rt Hon Francis Maude Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1115,1115,The Rt Hon George Osborne Mp,The Rt Hon George Osborne Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1033,1033,The Rt Hon Gillian Shephard,The Rt Hon Gillian Shephard,Great Britain,MP - Member of Parliament,Regulated Donee
1641,1641,The Rt Hon Gordon Brown Mp,The Rt Hon Gordon Brown Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1389,1389,The Rt Hon Gordon Brown Mp,The Rt Hon Gordon Brown Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1340,1340,The Rt Hon Greg Clark Mp,The Rt Hon Greg Clark Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1826,1826,The Rt Hon Greg Knight Mp,The Rt Hon Greg Knight Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1549,1549,The Rt Hon Gregory Barker Mp,The Rt Hon Gregory Barker Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1386,1386,The Rt Hon Harriet Harman Qc Mp,The Rt Hon Harriet Harman Qc Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1320,1320,The Rt Hon Harriet Harman Qc Mp,The Rt Hon Harriet Harman Qc Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1381,1381,The Rt Hon Hazel Blears Mp,The Rt Hon Hazel Blears Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1384,1384,The Rt Hon Hilary Benn Mp,The Rt Hon Hilary Benn Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1401,1401,The Rt Hon Hugo Swire Mp,The Rt Hon Hugo Swire Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1556,1556,The Rt Hon Ian Mccartney Mp,The Rt Hon Ian Mccartney Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1539,1539,The Rt Hon Jack Straw Mp,The Rt Hon Jack Straw Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1286,1286,The Rt Hon James Arbuthnot Mp,The Rt Hon James Arbuthnot Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1047,1047,The Rt Hon James Paice Mp,The Rt Hon James Paice Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1261,1261,The Rt Hon James Purnell Mp,The Rt Hon James Purnell Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1535,1535,The Rt Hon Jennifer Willott Mp,The Rt Hon Jennifer Willott Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1332,1332,The Rt Hon Jeremy Hunt Mp,The Rt Hon Jeremy Hunt Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1802,1802,The Rt Hon Jim Murphy Mp,The Rt Hon Jim Murphy Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1350,1350,The Rt Hon John Bercow Mp,The Rt Hon John Bercow Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1632,1632,The Rt Hon John Hayes Mp,The Rt Hon John Hayes Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1542,1542,The Rt Hon John Prescott Mp,The Rt Hon John Prescott Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1087,1087,The Rt Hon John Redwood Mp,The Rt Hon John Redwood Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1298,1298,The Rt Hon John Spellar Mp,The Rt Hon John Spellar Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1156,1156,The Rt Hon John Thurso Mp,The Rt Hon John Thurso Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1270,1270,The Rt Hon Kenneth Clarke Qc Mp,The Rt Hon Kenneth Clarke Qc Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1271,1271,The Rt Hon Kenneth Clarke Qc Mp,The Rt Hon Kenneth Clarke Qc Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1541,1541,The Rt Hon Liam Byrne Mp,The Rt Hon Liam Byrne Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1399,1399,The Rt Hon Lynne Featherstone Mp,The Rt Hon Lynne Featherstone Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1578,1578,The Rt Hon Malcolm Wicks Mp,The Rt Hon Malcolm Wicks Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1553,1553,The Rt Hon Margaret Beckett Mp,The Rt Hon Margaret Beckett Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1411,1411,The Rt Hon Mark Francois Mp,The Rt Hon Mark Francois Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1355,1355,The Rt Hon Mark Simmonds Mp,The Rt Hon Mark Simmonds Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1677,1677,The Rt Hon Matthew Hancock Mp,The Rt Hon Matthew Hancock Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1208,1208,The Rt Hon Michael Ancram Qc Mp,The Rt Hon Michael Ancram Qc Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1177,1177,The Rt Hon Michael Ancram Qc Mp,The Rt Hon Michael Ancram Qc Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1039,1039,The Rt Hon Michael Denzil Xavier Portillo Mp,The Rt Hon Michael Denzil Xavier Portillo Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1371,1371,The Rt Hon Michael Fallon Mp,The Rt Hon Michael Fallon Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1312,1312,The Rt Hon Michael Howard Mp,The Rt Hon Michael Howard Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1301,1301,The Rt Hon Michael Martin Mp,The Rt Hon Michael Martin Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1264,1264,The Rt Hon Michael Moore Mp,The Rt Hon Michael Moore Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1510,1510,The Rt Hon Mike Penning Mp,The Rt Hon Mike Penning Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1329,1329,The Rt Hon Nicholas Brown Mp,The Rt Hon Nicholas Brown Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1408,1408,The Rt Hon Nick Clegg Mp,The Rt Hon Nick Clegg Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1358,1358,The Rt Hon Nick Clegg Mp,The Rt Hon Nick Clegg Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1335,1335,The Rt Hon Nick Herbert Mp,The Rt Hon Nick Herbert Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1840,1840,The Rt Hon Nicky Morgan Mp,The Rt Hon Nicky Morgan Mp,Great Britain,MP - Member of Parliament,Regulated Donee
2081,2081,The Rt Hon Norman Lamb Mp,The Rt Hon Norman Lamb Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1546,1546,The Rt Hon Oliver Letwin Mp,The Rt Hon Oliver Letwin Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1153,1153,The Rt Hon Paul Burstow Mp,The Rt Hon Paul Burstow Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1260,1260,The Rt Hon Peter Hain Mp,The Rt Hon Peter Hain Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1378,1378,The Rt Hon Peter Hain Mp,The Rt Hon Peter Hain Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1113,1113,The Rt Hon Peter Lilley Mp,The Rt Hon Peter Lilley Mp,Great Britain,MP - Member of Parliament,Regulated Donee
6694,6694,The Rt Hon Philippa Whitford,The Rt Hon Philippa Whitford,Great Britain,MP - Member of Parliament,Regulated Donee
2104,2104,The Rt Hon Sadiq Khan Mp,The Rt Hon Sadiq Khan Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1369,1369,The Rt Hon Sir Alan Duncan Mp,The Rt Hon Sir Alan Duncan Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1341,1341,The Rt Hon Sir Menzies Campbell Qc,The Rt Hon Sir Menzies Campbell Qc,Great Britain,MP - Member of Parliament,Regulated Donee
2005,2005,The Rt Hon Stephen Timms Mp,The Rt Hon Stephen Timms Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1668,1668,The Rt Hon Tessa Jowell Mp,The Rt Hon Tessa Jowell Mp,Great Britain,MP - Member of Parliament,Regulated Donee
1925,1925,The Rt Hon Yvette Cooper Mp,The Rt Hon Yvette Cooper Mp,Great Britain,MP - Member of Parliament,Regulated Donee
6346,6346,Wes Streeting,Wes Streeting,Great Britain,MP - Member of Parliament,Regulated Donee
1432,1432,Women2Win,Women2Win,Great Britain,MP - Member of Parliament,Regulated Donee
1625,1625,Nigel Adams Mp,Nigel Adams Mp,Great Britain,MSP - Member of the Scottish Parliament,Regulated Donee
