mnis_id,given_name,family_name,display_name,party_mnis_id,party_name,party_membership_start_date,party_membership_end_date
529,Alan,Campbell,Sir Alan Campbell,15,Labour,1997-05-01,
1409,Gregory,Campbell,Mr Gregory Campbell,7,Democratic Unionist Party,2001-06-07,
499,Dale,Campbell-Savours,Lord Campbell-Savours,15,Labour,1979-05-03,
680,Dennis,Canavan,Dennis Canavan,8,Independent,1999-03-26,
135,James,Cann,Mr Jamie Cann,15,Labour,1992-04-09,
772,Robert,Cant,Robert Cant,15,Labour,1966-03-31,
27,Ivor,Caplin,Mr Ivor Caplin,15,Labour,1997-05-01,
4651,Daniel,Carden,Dan Carden,15,Labour,2017-06-08,
1138,Alexander,Carlile,Lord Carlile of Berriew,17,Liberal Democrat,1999-07-27,2017-01-09
1138,Alexander,Carlile,Lord Carlile of Berriew,49,Non-affiliated,2017-01-09,2018-01-08
1138,Alexander,Carlile,Lord Carlile of Berriew,6,Crossbench,2018-01-08,
774,Mark,Carlisle,Mark Carlisle,4,Conservative,1964-10-15,2005-07-14
773,Kenneth,Carlisle,Sir Kenneth Carlisle,4,Conservative,1979-05-03,
775,John,Carlisle,John Carlisle,4,Conservative,1979-05-03,
1037,Neil,Carmichael,Neil Carmichael,15,Labour,1962-01-01,
1442,Alistair,Carmichael,Mr Alistair Carmichael,17,Liberal Democrat,2001-06-07,
4104,Neil,Carmichael,Neil Carmichael,4,Conservative,2010-05-06,2017-05-03
1621,Leonard,Carr,Lord Carr of Hadley,4,Conservative,1976-01-15,2012-02-17
716,Michael,Carr,Mike Carr,15,Labour,1990-05-24,
1213,Michael,Carr,Mr Michael Carr,17,Liberal Democrat,1991-03-07,
1206,Matthew,Carrington,Lord Carrington of Fulham,4,Conservative,2013-09-11,
882,Owen,Carron,Owen Carron,2,Anti H Block,1981-08-20,
1623,John,Carson,John Carson,38,Ulster Unionist Party,1900-01-01,
1527,John,Carswell,Mr Douglas Carswell,4,Conservative,2005-05-05,2014-08-29
1527,John,Carswell,Mr Douglas Carswell,35,UK Independence Party,2014-10-09,2017-05-03
1527,John,Carswell,Mr Douglas Carswell,8,Independent,2017-03-25,2017-05-03
1624,Raymond,Carter,Raymond Carter,15,Labour,1900-01-01,
4791,Andrew,Carter,Andy Carter,4,Conservative,2019-12-12,2024-05-30
776,Lewis,Carter-Jones,Lewis Carter-Jones,15,Labour,1964-10-15,
4519,James,Cartlidge,James Cartlidge,4,Conservative,2015-05-07,
777,Michael,Carttiss,Michael Carttiss,4,Conservative,1995-04-01,
1020,John,Cartwright,John Cartwright,12,Independent SDP,1990-06-03,
213,Roger,Casale,Roger Casale,15,Labour,1997-05-01,
288,William,Cash,Sir William Cash,4,Conservative,1984-05-03,2024-05-30
4865,Miriam,Cates,Miriam Cates,4,Conservative,2019-12-12,2024-05-30
566,Martin,Caton,Martin Caton,15,Labour,1997-05-01,2015-03-30
4492,Maria,Caulfield,Maria Caulfield,4,Conservative,2015-05-07,2024-05-30
369,Ian,Cawsey,Mr Ian Cawsey,15,Labour,1997-05-01,
4481,Alexander,Chalk,Alex Chalk,4,Conservative,2015-05-07,2024-05-30
778,Lynda,Chalker,Baroness Chalker of Wallasey,4,Conservative,1992-04-24,2023-02-03
1434,Colin,Challen,Colin Challen,15,Labour,2001-06-07,
4765,Wendy,Chamberlain,Wendy Chamberlain,17,Liberal Democrat,2019-12-12,
4267,Sarah,Champion,Sarah Champion,15,Labour,2012-11-29,
779,Henry,Channon,Paul Channon,4,Conservative,1959-10-08,
684,Sybil,Chaplin,Mrs Judith Chaplin,4,Conservative,1992-04-09,
153,Sydney,Chapman,Sir Sydney Chapman,4,Conservative,1970-06-18,2014-10-09
1625,William,Chapman,Lord Northfield,15,Labour,1976-01-20,2013-04-18
492,James,Chapman,Ben Chapman,15,Labour,1997-02-27,
3972,Jenny,Chapman,Baroness Chapman of Darlington,15,Labour,2010-05-06,
4402,Douglas,Chapman,Douglas Chapman,29,Scottish National Party,2015-05-07,2024-05-30
4610,Charalambos,Charalambous,Bambos Charalambous,15,Labour,2017-06-08,
4610,Charalambos,Charalambous,Bambos Charalambous,8,Independent,2023-06-09,
4610,Charalambos,Charalambous,Bambos Charalambous,15,Labour,2024-04-12,
1626,Christopher,Chataway,Christopher Chataway,4,Conservative,1900-01-01,
440,David,Chaytor,Mr David Chaytor,15,Labour,1997-05-01,2010-02-08
440,David,Chaytor,Mr David Chaytor,8,Independent,2010-02-08,2010-05-06
4419,Joanna,Cherry,Joanna Cherry,29,Scottish National Party,2015-05-07,2024-05-30
1627,Robin,Chichester-Clark,Sir Robin Chichester-Clark,38,Ulster Unionist Party,1900-01-01,
50,David,Chidgey,Lord Chidgey,17,Liberal Democrat,1994-06-09,2022-02-15
598,Malcolm,Chisholm,Mr Malcolm Chisholm,15,Labour,1992-04-09,
3987,Atta-Ur-Rehman,Chishti,Rehman Chishti,4,Conservative,2010-05-06,2024-05-30
242,Christopher,Chope,Sir Christopher Chope,4,Conservative,1983-06-09,
158,Judith,Church,Ms Judith Church,15,Labour,1994-06-09,
1081,Winston,Churchill,Winston Churchill,4,Conservative,1970-06-18,
4380,Johanna,Churchill,Jo Churchill,4,Conservative,2015-05-07,2024-05-30
388,Michael,Clapham,Mr Michael Clapham,15,Labour,1992-04-09,
67,William,Clappison,Mr James Clappison,4,Conservative,1992-04-09,2015-03-30
1628,Henry,Clark,Henry Clark,38,Ulster Unionist Party,1900-01-01,
1074,William,Clark,Sir William Clark,4,Conservative,1970-01-01,
673,Alan,Clark,Alan Clark,4,Conservative,1974-02-28,
525,David,Clark,Lord Clark of Windermere,15,Labour,1979-05-03,
41,Michael,Clark,Dr Michael Clark,4,Conservative,1983-06-09,
599,Lynda,Clark,Baroness Clark of Calton,15,Labour,1997-05-01,2006-01-22
83,Paul,Clark,Paul Clark,15,Labour,1997-05-01,
122,Helen,Clark,Mrs Helen Clark,15,Labour,1997-05-01,
1590,Katy,Clark,Baroness Clark of Kilwinning,15,Labour,2005-05-05,
1578,Gregory,Clark,Greg Clark,4,Conservative,2005-05-05,
599,Lynda,Clark,Baroness Clark of Calton,49,Non-affiliated,2006-01-23,2019-09-30
4650,Colin,Clark,Colin Clark,4,Conservative,2017-06-08,2019-11-06
1578,Gregory,Clark,Greg Clark,8,Independent,2019-09-03,
599,Lynda,Clark,Baroness Clark of Calton,6,Crossbench,2019-09-30,
1578,Gregory,Clark,Greg Clark,4,Conservative,2019-10-30,2024-05-30
4822,Feryal,Clark,Feryal Clark,15,Labour,2019-12-12,
4522,Rebecca,Clark (Pow),Rebecca Pow,4,Conservative,2015-05-07,2024-05-30
1629,Philip,Clarke,Philip Clarke,30,Sinn Féin,1900-01-01,
366,Kenneth,Clarke,Lord Clarke of Nottingham,4,Conservative,1970-06-18,
583,Thomas,Clarke,Mr Tom Clarke,15,Labour,1982-06-24,2015-03-30
624,Eric,Clarke,Mr Eric Clarke,15,Labour,1992-04-09,
130,Charles,Clarke,Mr Charles Clarke,15,Labour,1997-05-01,
355,Anthony,Clarke,Mr Tony Clarke,15,Labour,1997-05-01,
4655,Simon,Clarke,Sir Simon Clarke,4,Conservative,2017-06-08,2024-05-30
366,Kenneth,Clarke,Lord Clarke of Nottingham,8,Independent,2019-09-03,
4819,Theodora,Clarke,Theo Clarke,4,Conservative,2019-12-12,2024-05-30
366,Kenneth,Clarke,Lord Clarke of Nottingham,4,Conservative,2020-09-04,
4756,Brendan,Clarke-Smith,Brendan Clarke-Smith,4,Conservative,2019-12-12,2024-05-30
4835,Christopher,Clarkson,Chris Clarkson,4,Conservative,2019-12-12,2024-05-30
1139,Robert,Clay,Bob Clay,15,Labour,1983-06-09,
780,Walter,Clegg,Sir Walter Clegg,4,Conservative,1966-03-31,
1563,Nicholas,Clegg,Mr Nick Clegg,17,Liberal Democrat,2005-05-05,2017-05-03
528,David,Clelland,Mr David Clelland,15,Labour,1985-12-05,
4366,James,Cleverly,Mr James Cleverly,4,Conservative,2015-05-07,
249,Geoffrey,Clifton-Brown,Sir Geoffrey Clifton-Brown,4,Conservative,1992-04-09,
1116,Stanley,Clinton-Davis,Lord Clinton-Davis,15,Labour,1990-05-08,2018-01-10
553,Ann,Clwyd,Ann Clwyd,15,Labour,1984-05-03,2019-11-06
360,Vernon,Coaker,Lord Coaker,15,Labour,1997-05-01,
1630,John,Cockcroft,John Cockcroft,4,Conservative,1900-01-01,
781,Eric,Cockeram,Eric Cockeram,4,Conservative,1970-06-18,
782,Michael,Cocks,Michael Cocks,15,Labour,1900-01-01,
1631,Denis,Coe,Denis Coe,15,Labour,1900-01-01,
783,Sebastian,Coe,Lord Coe,4,Conservative,2000-06-16,2022-01-31
458,Ann,Coffey,Ann Coffey,15,Labour,1992-04-09,2019-02-18
4098,Therese,Coffey,Baroness Coffey,4,Conservative,2010-05-06,2024-05-30
458,Ann,Coffey,Ann Coffey,8,Independent,2019-02-18,2019-04-18
458,Ann,Coffey,Ann Coffey,1007,Change UK - The Independent Group,2019-04-18,2019-07-05
458,Ann,Coffey,Ann Coffey,1004,The Independent Group for Change,2019-04-18,
458,Ann,Coffey,Ann Coffey,1004,The Independent Group for Change,2019-07-05,2019-11-06
1064,Stanley,Cohen,Stanley Cohen,15,Labour,1970-06-18,
192,Harry,Cohen,Harry Cohen,15,Labour,1983-06-09,
4775,Elliot,Colburn,Elliot Colburn,4,Conservative,2019-12-12,2024-05-30
723,Donald,Coleman,Donald Coleman,15,Labour,1964-10-15,
174,Iain,Coleman,Mr Iain Coleman,15,Labour,1997-05-01,
498,Timothy,Collins,Mr Tim Collins,4,Conservative,1997-05-01,
3986,Damian,Collins,Damian Collins,4,Conservative,2010-05-06,2024-05-30
198,Anthony,Colman,Mr Tony Colman,15,Labour,1997-05-01,
1632,Maureen,Colquhoun,Maureen Colquhoun,15,Labour,1900-01-01,
4022,Oliver,Colvile,Oliver Colvile,4,Conservative,2010-05-06,2017-05-03
675,Michael,Colvin,Michael Colvin,4,Conservative,1900-01-01,
784,John,Concannon,Don Concannon,15,Labour,1966-03-31,
785,Bernard,Conlan,Bernard Conlan,15,Labour,1964-10-15,
602,Michael,Connarty,Michael Connarty,15,Labour,1992-04-09,2015-03-30
1202,Derek,Conway,Derek Conway,4,Conservative,1983-01-01,2008-01-29
1202,Derek,Conway,Derek Conway,9,Independent Conservative,2008-01-30,
623,Robert,Cook,Mr Robin Cook,15,Labour,1974-02-28,
504,Francis,Cook,Frank Cook,15,Labour,1983-06-09,2012-01-11
1633,Derek,Coombs,Derek Coombs,4,Conservative,1900-01-01,2014-12-30
786,Anthony,Coombs,Anthony Coombs,4,Conservative,1900-01-01,
1203,Simon,Coombs,Mr Simon Coombs,4,Conservative,1900-01-01,
420,Yvette,Cooper,Yvette Cooper,15,Labour,1997-05-01,
1538,Rosemary,Cooper,Rosie Cooper,15,Labour,2005-05-05,2022-12-01
4405,Julie,Cooper,Julie Cooper,15,Labour,2015-05-07,2019-11-06
4769,Daisy,Cooper,Daisy Cooper,17,Liberal Democrat,2019-12-12,
787,John,Cope,Lord Cope of Berkeley,4,Conservative,1997-10-04,2020-05-13
297,Robin,Corbett,Lord Corbett of Castle Vale,15,Labour,1983-06-09,2012-02-19
185,Jeremy,Corbyn,Jeremy Corbyn,15,Labour,1983-06-09,
185,Jeremy,Corbyn,Jeremy Corbyn,8,Independent,2020-10-29,
282,Patrick,Cormack,Lord Cormack,4,Conservative,1970-06-18,2024-02-25
788,John,Corrie,John Corrie,4,Conservative,1974-02-28,
215,Jean,Corston,Baroness Corston,15,Labour,1992-04-09,2024-07-09
4439,Alberto,Costa,Alberto Costa,4,Conservative,2015-05-07,
789,Albert,Costain,Sir Albert Costain,4,Conservative,1900-01-01,
3786,Brian,Cotter,Lord Cotter,17,Liberal Democrat,1997-05-01,
790,James,Couchman,James Couchman,4,Conservative,1900-01-01,
4589,Robert,Courts,Robert Courts,4,Conservative,2016-10-20,2024-05-30
521,James,Cousins,Jim Cousins,15,Labour,1987-06-11,
4806,Claire,Coutinho,Claire Coutinho,4,Conservative,2019-12-12,
4465,Ronald,Cowan,Ronnie Cowan,29,Scottish National Party,2015-05-07,2024-05-30
791,Harry,Cowans,Harry Cowans,15,Labour,1976-11-05,
205,Thomas,Cox,Tom Cox,15,Labour,1970-06-18,
1508,Charles,Cox,Sir Geoffrey Cox,4,Conservative,2005-05-05,
4375,Jo,Cox,Jo Cox,15,Labour,2015-05-07,2016-06-16
4368,Neil,Coyle,Neil Coyle,15,Labour,2015-05-07,
4368,Neil,Coyle,Neil Coyle,8,Independent,2022-02-11,
4368,Neil,Coyle,Neil Coyle,15,Labour,2023-05-24,
1554,Stephen,Crabb,Stephen Crabb,4,Conservative,2005-05-05,2024-05-30
1634,William,Craig,William Craig,38,Ulster Unionist Party,1900-01-01,2011-04-25
792,James,Craigen,Jim Craigen,15,Labour,1974-02-28,
368,James,Cran,Mr James Cran,4,Conservative,1987-06-11,
309,Ross,Cranston,Sir Ross Cranston,15,Labour,1997-05-01,
437,David,Crausby,Sir David Crausby,15,Labour,1997-05-01,2019-11-06
4469,Angela,Crawley,Angela Crawley,29,Scottish National Party,2015-05-07,2024-05-30
1579,Mary,Creagh,Mary Creagh,15,Labour,2005-05-05,
4088,Stella,Creasy,Ms Stella Creasy,15,Labour,2010-05-06,
661,Julian,Critchley,Sir Julian Critchley,4,Conservative,1959-10-08,
3967,Mike,Crockart,Mike Crockart,17,Liberal Democrat,2010-05-06,2015-03-30
4859,Virginia,Crosbie,Virginia Crosbie,4,Conservative,2019-12-12,2024-05-30
794,David,Crouch,Sir David Crouch,4,Conservative,1900-01-01,
3950,Tracey,Crouch,Dame Tracey Crouch,4,Conservative,2010-05-06,2024-05-30
795,Joseph,Crowther,Stan Crowther,15,Labour,1976-01-01,2013-03-10
1406,Jonathan,Cruddas,Jon Cruddas,15,Labour,2001-06-07,2024-05-30
690,George,Cryer,Bob Cryer,15,Labour,1974-02-28,
181,John,Cryer,Lord Cryer,15,Labour,1997-05-01,
412,Constance,Cryer,Mrs Ann Cryer,15,Labour,1997-05-01,
509,John,Cummings,John Cummings,15,Labour,1987-06-11,
4391,Judith,Cummins,Judith Cummins,15,Labour,2015-05-07,
447,Lawrence,Cunliffe,Mr Lawrence Cunliffe,15,Labour,1979-05-03,
496,John,Cunningham,Lord Cunningham of Felling,15,Labour,1970-06-18,2013-06-02
1100,George,Cunningham,George Cunningham,32,Social Democratic Party,1982-06-16,
308,James,Cunningham,Mr Jim Cunningham,15,Labour,1992-04-09,2019-11-06
633,Roseanna,Cunningham,Ms Roseanna Cunningham,29,Scottish National Party,1995-05-25,
1469,Thomas,Cunningham,Sir Tony Cunningham,15,Labour,2001-06-07,2015-03-30
4122,Alexander,Cunningham,Alex Cunningham,15,Labour,2010-05-06,2024-05-30
496,John,Cunningham,Lord Cunningham of Felling,49,Non-affiliated,2013-06-03,2014-01-07
496,John,Cunningham,Lord Cunningham of Felling,15,Labour,2014-01-08,
3982,Margaret,Curran,Baroness Curran,15,Labour,2010-05-06,2015-03-30
1140,Edwina,Currie,Mrs Edwina Currie,4,Conservative,1983-06-09,
383,David,Curry,Mr David Curry,4,Conservative,1987-06-11,
480,Claire,Curtis-Thomas,Mrs Claire Curtis-Thomas,15,Labour,1997-05-01,
4698,Janet,Daby,Janet Daby,15,Labour,2018-06-14,
674,Cynog,Dafis,Cynog Dafis,22,Plaid Cymru,1992-04-09,
1395,Paul,Daisley,Mr Paul Daisley,15,Labour,2001-06-07,
4056,Nicholas,Dakin,Sir Nicholas Dakin,15,Labour,2010-05-06,
4854,James,Daly,James Daly,4,Conservative,2019-12-12,2024-05-30
622,Thomas,Dalyell Loch,Tam Dalyell,15,Labour,1962-06-14,
4059,Simon,Danczuk,Simon Danczuk,15,Labour,2010-05-06,2015-12-30
4059,Simon,Danczuk,Simon Danczuk,8,Independent,2015-12-31,2017-05-03
596,Alistair,Darling,Lord Darling of Roulanish,15,Labour,1987-06-11,2020-07-28
208,Keith,Darvill,Mr Keith Darvill,15,Labour,1997-05-01,
188,Edward,Davey,Ed Davey,17,Liberal Democrat,1997-05-01,
218,Valerie,Davey,Valerie Davey,15,Labour,1997-05-01,
1398,Wayne,David,Wayne David,15,Labour,2001-06-07,2024-05-30
1635,James,Davidson,James Davidson,16,Liberal,1900-01-01,
1094,Arthur,Davidson,Arthur Davidson,15,Labour,1966-03-31,
611,Ian,Davidson,Mr Ian Davidson,15,Labour,1992-04-09,2015-03-30
1636,Ernest,Davies,Ernest Davies,15,Labour,1900-01-01,
1011,Ifor,Davies,Ifor Davies,15,Labour,1959-10-08,
539,David,Davies,Denzil Davies,15,Labour,1970-06-18,
552,Ronald,Davies,Mr Ron Davies,15,Labour,1983-06-09,
346,John,Davies,Lord Davies of Stamford,4,Conservative,1987-06-11,2007-06-25
697,Christopher,Davies,Chris Davies,17,Liberal Democrat,1992-01-01,
155,Geraint,Davies,Geraint Davies,15,Labour,1997-05-01,
987,Bryan,Davies,Lord Davies of Oldham,15,Labour,1997-10-03,2024-07-09
1545,David,Davies,David T C Davies,4,Conservative,2005-05-05,2024-05-30
1565,Philip,Davies,Sir Philip Davies,4,Conservative,2005-05-05,2024-05-30
1602,David,Davies,Mr Dai Davies,8,Independent,2006-06-29,
346,John,Davies,Lord Davies of Stamford,15,Labour,2007-06-26,2023-07-25
4041,Edward,Davies,Glyn Davies,4,Conservative,2010-05-06,2019-11-06
4476,James,Davies,Dr James Davies,4,Conservative,2015-05-07,2024-05-30
4376,Christopher,Davies,Chris Davies,4,Conservative,2015-05-07,2019-06-21
4513,Miriam,Davies,Mims Davies,4,Conservative,2015-05-07,
4499,Byron,Davies,Lord Davies of Gower,4,Conservative,2015-05-07,
4850,Gareth,Davies,Gareth Davies,4,Conservative,2019-12-12,
155,Geraint,Davies,Geraint Davies,8,Independent,2023-06-01,2024-05-30
4849,Alexandra,Davies-Jones,Alex Davies-Jones,15,Labour,2019-12-12,
299,Terence,Davis,Mr Terry Davis,15,Labour,1971-05-27,
373,David,Davis,David Davis,4,Conservative,1987-06-11,
470,Thomas,Dawson,Mr Hilton Dawson,15,Labour,1997-05-01,
442,Stephen,Day,Mr Stephen Day,4,Conservative,1987-06-11,
4488,Martyn,Day,Martyn Day,29,Scottish National Party,2015-05-07,2024-05-30
4676,Marsha,De Cordova,Marsha De Cordova,15,Labour,2017-06-08,
3915,Gloria,De Piero,Gloria De Piero,15,Labour,2010-05-06,2019-11-06
796,Eric,Deakins,Eric Deakins,15,Labour,1900-01-01,
1107,Joseph,Dean,Joe Dean,15,Labour,1974-02-28,
1096,Arthur,Dean,Sir Paul Dean,4,Conservative,1993-08-01,
278,Janet,Dean,Mrs Janet Dean,15,Labour,1997-05-01,
4433,Thangam,Debbonaire,Baroness Debbonaire,15,Labour,2015-05-07,2024-05-30
797,James,Dempsey,James Dempsey,15,Labour,1900-01-01,
61,John,Denham,Mr John Denham,15,Labour,1992-04-09,2015-03-30
4683,Emma,Dent Coad,Emma Dent Coad,15,Labour,2017-06-08,2019-11-06
798,Niranjan,Deva,Nirj Deva,4,Conservative,1900-01-01,
1599,James,Devine,Mr Jim Devine,15,Labour,2005-09-29,2010-02-08
1599,James,Devine,Mr Jim Devine,8,Independent,2010-02-08,2010-03-25
1599,James,Devine,Mr Jim Devine,15,Labour,2010-03-25,
1637,Bernadette,Devlin,Bernadette Devlin,20,Unity,1900-01-01,
1210,Timothy,Devlin,Mr Tim Devlin,4,Conservative,1900-01-01,
678,Donald,Dewar,Donald Dewar,15,Labour,1900-01-01,
1420,Parmjit,Dhanda,Mr Parmjit Dhanda,15,Labour,2001-06-07,
4638,Tanmanjeet,Dhesi,Mr Tanmanjeet Singh Dhesi,15,Labour,2017-06-08,
1638,James,Dickens,James Dickens,15,Labour,1900-01-01,2013-04-15
799,Terence,Dicks,Terry Dicks,4,Conservative,1900-01-01,
4008,Caroline,Dinenage,Dame Caroline Dinenage,4,Conservative,2010-05-06,
4816,Sarah,Dines,Miss Sarah Dines,4,Conservative,2019-12-12,2024-05-30
179,Andrew,Dismore,Mr Andrew Dismore,15,Labour,1997-05-01,
1639,Piers,Dixon,Piers Dixon,4,Conservative,1900-01-01,
1126,Donald,Dixon,Lord Dixon,15,Labour,1997-06-09,2016-02-09
1425,Jonathan,Djanogly,Mr Jonathan Djanogly,4,Conservative,2001-06-07,2024-05-30
446,James,Dobbin,Jim Dobbin,15,Labour,1997-05-01,2014-09-07
180,Frank,Dobson,Frank Dobson,15,Labour,1979-05-03,2015-03-30
3962,Thomas,Docherty,Thomas Docherty,15,Labour,2010-05-06,2015-03-30
4600,Leo,Docherty,Leo Docherty,4,Conservative,2017-06-08,2024-05-30
4374,Martin,Docherty-Hughes,Martin Docherty-Hughes,29,Scottish National Party,2015-05-07,2024-05-30
1388,Nigel,Dodds,Lord Dodds of Duncairn,7,Democratic Unionist Party,2001-06-07,
4657,Anneliese,Dodds,Anneliese Dodds,15,Labour,2017-06-08,
4718,Jane,Dodds,Jane Dodds,17,Liberal Democrat,2019-08-01,2019-11-06
800,Geoffrey,Dodsworth,Geoffrey Dodsworth,4,Conservative,1974-02-28,
1465,Pat,Doherty,Mr Pat Doherty,30,Sinn Féin,2001-06-07,2017-05-03
650,Jeffrey,Donaldson,Sir Jeffrey M Donaldson,38,Ulster Unionist Party,1997-05-01,2003-06-23
650,Jeffrey,Donaldson,Sir Jeffrey M Donaldson,14,Independent Unionist,2003-06-23,2004-01-09
650,Jeffrey,Donaldson,Sir Jeffrey M Donaldson,7,Democratic Unionist Party,2004-01-09,
4377,Stuart,Donaldson,Stuart Blair Donaldson,29,Scottish National Party,2015-05-07,2017-05-03
650,Jeffrey,Donaldson,Sir Jeffrey M Donaldson,8,Independent,2024-03-30,2024-05-30
4530,Michelle,Donelan,Michelle Donelan,4,Conservative,2015-05-07,2024-05-30
586,Brian,Donohoe,Mr Brian H. Donohoe,15,Labour,1992-04-09,2015-03-30
4736,David,Doogan,Dave Doogan,29,Scottish National Party,2019-12-12,
570,Frank,Doran,Mr Frank Doran,15,Labour,1987-06-11,2015-03-30
4740,Allan,Dorans,Allan Dorans,29,Scottish National Party,2019-12-12,2024-05-30
801,John,Dormand,Jack Dormand,15,Labour,1970-06-18,
336,Stephen,Dorrell,Mr Stephen Dorrell,4,Conservative,1979-05-03,2015-03-30
1481,Nadine,Dorries,Ms Nadine Dorries,4,Conservative,2005-05-05,2012-11-06
1481,Nadine,Dorries,Ms Nadine Dorries,8,Independent,2012-11-06,2013-05-08
1481,Nadine,Dorries,Ms Nadine Dorries,4,Conservative,2013-05-08,2023-08-29
4452,Stephen,Double,Steve Double,4,Conservative,2015-05-07,2024-05-30
1422,Susan,Doughty,Sue Doughty,17,Liberal Democrat,2001-06-07,
4264,Stephen,Doughty,Stephen Doughty,15,Labour,2012-11-15,
1050,Richard,Douglas,Dick Douglas,29,Scottish National Party,1990-10-04,
802,James,Douglas-Hamilton,Lord Selkirk of Douglas,4,Conservative,1997-09-29,2023-07-27
683,Den,Dover,Den Dover,4,Conservative,1979-05-03,2008-11-13
683,Den,Dover,Den Dover,9,Independent Conservative,2008-11-13,
189,James,Dowd,Jim Dowd,15,Labour,1992-04-09,2017-05-03
4397,Peter,Dowd,Peter Dowd,15,Labour,2015-05-07,
4441,Oliver,Dowden,Sir Oliver Dowden,4,Conservative,2015-05-07,
4063,Gemma,Doyle,Gemma Doyle,15,Labour,2010-05-06,2015-03-30
4065,Jacqueline,Doyle-Price,Dame Jackie Doyle-Price,4,Conservative,2010-05-06,2024-05-30
252,David,Drew,Dr David Drew,15,Labour,1997-05-01,2019-11-06
3913,John,Dromey,Jack Dromey,15,Labour,2010-05-06,2022-01-07
263,Julia,Drown,Julia Drown,15,Labour,1997-05-01,
4459,Felicia,Drummond,Mrs Flick Drummond,4,Conservative,2015-05-07,2024-05-30
805,Alfred,Dubs,Lord Dubs,15,Labour,1994-09-27,
1559,James,Duddridge,Sir James Duddridge,4,Conservative,2005-05-05,2024-05-30
4616,Rosemary,Duffield,Rosie Duffield,15,Labour,2017-06-08,
4616,Rosemary,Duffield,Rosie Duffield,8,Independent,2024-09-28,
806,Albert,Duffy,Sir Patrick Duffy,15,Labour,1970-06-18,
3916,Michael,Dugher,Michael Dugher,15,Labour,2010-05-06,2017-05-03
4606,David,Duguid,David Duguid,4,Conservative,2017-06-08,2024-05-30
343,Alan,Duncan,Sir Alan Duncan,4,Conservative,1992-04-09,2019-11-06
1417,Peter,Duncan,Mr Peter Duncan,4,Conservative,2001-06-07,
152,George,Duncan Smith,Sir Iain Duncan Smith,4,Conservative,1992-04-09,
1194,Robert,Dunn,Mr Bob Dunn,4,Conservative,1900-01-01,
808,James,Dunnachie,Jimmy Dunnachie,15,Labour,1900-01-01,
1542,Philip,Dunne,Philip Dunne,4,Conservative,2005-05-05,2024-05-30
809,John,Dunnett,Jack Dunnett,15,Labour,1900-01-01,
426,Gwyneth,Dunwoody,Mrs Gwyneth Dunwoody,15,Labour,1966-03-31,2008-04-18
1054,Robert,Durant,Sir Anthony Durant,4,Conservative,1974-02-28,
1594,John,Durkan,Mark Durkan,31,Social Democratic & Labour Party,2005-05-05,2017-05-03
810,Hugh,Dykes,Lord Dykes,17,Liberal Democrat,2004-06-21,2015-07-15
810,Hugh,Dykes,Lord Dykes,49,Non-affiliated,2015-07-15,2016-09-07
810,Hugh,Dykes,Lord Dykes,6,Crossbench,2016-09-07,
811,Alexander,Eadie,Alex Eadie,15,Labour,1943-07-01,2012-01-26
491,Angela,Eagle,Dame Angela Eagle,15,Labour,1992-04-09,
483,Maria,Eagle,Maria Eagle,15,Labour,1997-05-01,
812,Kenneth,Eastham,Ken Eastham,15,Labour,1979-05-03,
4807,Mark,Eastwood,Mark Eastwood,4,Conservative,2019-12-12,2024-05-30
4846,Colum,Eastwood,Colum Eastwood,31,Social Democratic & Labour Party,2019-12-12,
813,John,Eden,Lord Eden of Winton,4,Conservative,1983-10-03,2015-06-11
1640,Geoffrey,Edge,Geoffrey Edge,15,Labour,1900-01-01,
1052,Robert,Edwards,Robert Edwards,15,Labour,1955-05-26,
1058,Roger,Edwards,Lord Crickhowell,4,Conservative,1987-10-15,2018-03-17
543,Huw,Edwards,Mr Huw Edwards,15,Labour,1991-05-16,
3943,David,Edwards,Jonathan Edwards,22,Plaid Cymru,2010-05-06,
4808,Ruth,Edwards,Ruth Edwards,4,Conservative,2019-12-12,2024-05-30
3943,David,Edwards,Jonathan Edwards,8,Independent,2020-05-23,2024-05-30
165,Clive,Efford,Clive Efford,15,Labour,1997-05-01,
814,Timothy,Eggar,Tim Eggar,4,Conservative,1979-05-03,
2816,Dafydd,Elis-Thomas,Lord Elis-Thomas,6,Crossbench,1992-09-18,2012-01-18
2816,Dafydd,Elis-Thomas,Lord Elis-Thomas,22,Plaid Cymru,2012-01-19,2016-10-17
2816,Dafydd,Elis-Thomas,Lord Elis-Thomas,49,Non-affiliated,2016-10-17,2025-02-07
815,Harold,Elletson,Harold Elletson,4,Conservative,1992-04-09,
816,Robert,Elliott,Lord Elliott of Morpeth,4,Conservative,1985-05-22,2011-05-20
4127,Julie,Elliott,Baroness Elliott of Whitburn Bay,15,Labour,2010-05-06,2024-05-30
4367,Tom,Elliott,Lord Elliott of Ballinamallard,38,Ulster Unionist Party,2015-05-07,
1641,John,Ellis,John Ellis,15,Labour,1900-01-01,
1127,Raymond,Ellis,Ray Ellis,15,Labour,1979-05-03,
4116,Michael,Ellis,Sir Michael Ellis,4,Conservative,2010-05-06,2024-05-30
3918,Jane,Ellison,Jane Ellison,4,Conservative,2010-05-06,2017-05-03
484,Louise,Ellman,Dame Louise Ellman,15,Labour,1997-05-01,
484,Louise,Ellman,Dame Louise Ellman,8,Independent,2019-10-16,2019-11-06
